,timestamp,cpu_usage [%],mem_usage [%]
0,1.006502527743578,4.0,33.0
0,2.019609397277236,6.1,33.0
0,3.030553324148059,5.8,33.0
0,4.041738972067833,4.3,33.0
0,5.052571436390281,5.3,33.0
0,6.062712607905269,4.5,33.0
0,7.075454946607351,6.4,33.0
0,8.086580030620098,3.7,33.0
0,9.097910972312093,5.3,33.0
0,10.108495391905308,6.8,33.0
0,11.120013743638992,5.0,33.0
0,12.130881745368242,5.8,33.0
0,13.142552774399519,4.8,33.0
0,14.15340519323945,6.8,33.0
0,15.164710881188512,6.8,33.0
0,16.175576832145452,2.5,33.0
0,17.186753548681736,5.6,33.0
0,18.198240369558334,3.0,33.0
0,19.208637101575732,4.8,33.0
0,20.21969648078084,5.5,33.1
0,21.231378043070436,5.8,33.1
0,22.242278279736638,8.8,33.1
0,23.25256354548037,2.8,33.0
0,24.264233915135264,13.6,33.0
0,25.27554129436612,5.1,33.0
0,26.286453595384955,17.9,33.0
0,27.297478957101703,5.1,33.0
0,28.308660676702857,3.8,33.0
0,29.320604909211397,2.0,33.0
0,30.33218447677791,4.6,33.0
0,31.343726636841893,2.3,33.0
0,32.35511704161763,5.3,33.0
