,timestamp,cpu_usage [%],mem_usage [%]
0,1.0054014399647713,4.8,33.1
0,2.0186718814074993,9.3,33.1
0,3.0291374530643225,10.0,33.1
0,4.039393208920956,4.5,33.1
0,5.049776924774051,4.0,33.1
0,6.060153000056744,2.8,33.1
0,7.07039200514555,5.6,33.1
0,8.080420892685652,2.6,33.1
0,9.090531706809998,31.8,33.5
0,10.09954609721899,28.0,33.6
0,11.109616477042437,39.2,34.0
0,12.119284056127071,54.4,33.2
0,13.127551712095737,42.0,33.3
0,14.137690097093582,29.5,33.5
0,15.147589016705751,28.5,33.9
0,16.157720306888223,27.9,33.9
0,17.167583715170622,32.6,36.0
0,18.177269591018558,7.9,34.6
0,19.187423354014754,4.5,34.6
0,20.19860826432705,2.5,34.6
0,21.20966011285782,3.8,34.6
0,22.219735983759165,6.3,34.6
0,23.2304951492697,2.5,34.6
0,24.241069048643112,7.5,34.6
0,25.251928366720676,2.0,34.6
0,26.263135574758053,3.5,34.6
0,27.27318426221609,6.1,34.6
0,28.28250713646412,4.8,34.6
0,29.293090980499983,30.7,35.0
0,30.30442470870912,29.1,35.1
0,31.314955124631524,37.3,34.8
0,32.32603899948299,31.5,34.6
0,33.33737241663039,4.8,34.6
0,34.348475605249405,5.0,34.6
0,35.35995442047715,3.3,34.6
0,36.370917309075594,2.5,34.6
0,37.38181492127478,4.3,34.6
0,38.392921129241586,4.3,34.6
0,39.40371394529939,10.3,34.6
0,40.414753057062626,3.7,34.6
0,41.42524201050401,2.3,34.6
0,42.43632390536368,4.1,34.6
0,43.44809232465923,4.0,34.6
0,44.45825139991939,4.5,34.7
0,45.469080628827214,2.8,34.6
0,46.48041785508394,8.8,34.6
0,47.49137902073562,4.0,34.6
0,48.50269550457597,6.3,34.6
0,49.51357383094728,28.9,35.0
0,50.52612834982574,28.8,35.1
0,51.53718668408692,27.7,34.9
0,52.54743567109108,30.5,34.6
0,53.55852306075394,3.5,34.6
0,54.570225989446044,6.8,34.6
0,55.58217937499285,1.8,34.6
0,56.59287954121828,3.5,34.6
0,57.60442876070738,2.0,34.6
