,timestamp,cpu_usage [%],mem_usage [%]
0,1.0060962922871113,3.8,34.8
0,2.019072972238064,5.3,34.8
0,3.029729448258877,3.8,34.8
0,4.040351334959269,5.7,34.8
0,5.050481328740716,8.7,34.8
0,6.061637615785003,8.3,34.8
0,7.0720064248889685,9.5,34.8
0,8.082093711942434,8.6,34.8
0,9.092680731788278,10.7,34.8
0,10.102413007989526,6.5,34.8
0,11.112632719799876,7.9,34.8
0,12.121834242716432,10.8,34.8
0,13.133032811805606,11.1,34.8
0,14.142611807212234,7.8,34.9
0,15.153382146731019,7.1,34.9
0,16.164147298783064,6.9,34.9
0,17.174427026882768,8.8,34.8
0,18.184723576530814,18.1,34.8
0,19.19570717588067,33.2,35.2
0,20.20708805695176,35.2,35.2
0,21.218350613489747,32.9,35.1
0,22.228589575737715,48.6,35.0
0,23.239349860697985,9.0,34.8
0,24.250138053670526,7.6,34.8
0,25.26156827993691,8.0,34.8
0,26.27238930389285,9.3,34.8
0,27.282480984926224,10.3,34.8
0,28.292595516890287,10.5,34.8
0,29.30325629748404,9.9,34.8
0,30.313416603952646,10.2,34.8
0,31.32448068074882,7.4,34.8
0,32.33617256395519,12.0,34.8
0,33.34565751813352,9.3,34.8
0,34.35671432688832,5.1,34.8
0,35.367087008431554,10.5,34.8
0,36.37802358530462,6.5,34.8
0,37.38914804533124,9.1,34.8
0,38.40005370788276,9.9,34.8
0,39.41088348813355,10.2,34.8
0,40.421274768188596,7.6,34.8
0,41.43261401169002,10.0,34.8
0,42.44330177642405,10.3,34.8
0,43.45366596803069,10.3,34.8
0,44.46399965323508,9.8,34.8
0,45.47610154002905,5.9,34.9
0,46.485840233042836,6.8,34.9
0,47.495765049010515,8.1,34.9
0,48.5072865113616,9.7,34.8
0,49.519635535776615,8.6,34.8
0,50.53185750544071,7.8,34.8
0,51.54442144930363,12.0,34.8
0,52.556817069649696,9.6,34.8
0,53.56872700713575,8.3,34.8
0,54.58019001968205,6.1,34.8
0,55.59262382052839,7.3,34.8
0,56.605615423992276,6.8,34.8
0,57.617939095944166,6.6,34.8
0,58.63012332096696,8.6,34.8
0,59.64178320765495,9.7,34.8
0,60.65382901765406,9.5,34.8
