,timestamp,cpu_usage [%],mem_usage [%]
0,1.00642404332757,7.2,34.6
0,2.0190888550132513,8.7,34.6
0,3.029137970879674,33.9,34.8
0,4.03845995105803,36.5,35.2
0,5.048757638782263,39.7,34.8
0,6.058384547010064,31.7,34.6
0,7.067621931433678,28.8,35.0
0,8.07852353528142,27.8,34.6
0,9.090907638892531,5.1,34.6
0,10.102016543969512,34.3,34.9
0,11.113153422251344,35.0,34.6
0,12.123492415994406,33.5,34.9
0,13.134074853733182,33.4,35.3
0,14.144056718796492,8.3,34.6
0,15.156714666634798,19.3,35.0
0,16.16734217479825,37.9,34.9
0,17.175957357510924,33.8,34.9
0,18.186129543930292,29.8,34.8
0,19.197579458355904,23.7,34.5
0,20.208707174286246,2.5,34.5
0,21.219073297455907,5.0,34.6
0,22.22917708195746,5.5,34.6
0,23.237647907808423,35.4,34.9
0,24.24665109999478,30.8,34.6
0,25.254835667088628,29.7,35.0
0,26.264450147747993,27.5,34.6
0,27.27437182329595,2.5,34.6
0,28.28549649938941,6.1,34.6
0,29.29685909114778,6.8,34.6
0,30.30767103470862,4.2,34.6
0,31.318289767950773,3.8,34.6
0,32.32914115488529,4.3,34.6
0,33.34014634229243,4.3,34.6
0,34.34994022734463,20.0,35.0
0,35.36020524799824,30.1,35.0
0,36.36970894783735,33.5,34.8
0,37.38048341497779,27.9,35.0
0,38.390755319967866,17.7,34.6
0,39.40187847428024,5.8,34.6
0,40.413253312930465,3.8,34.6
0,41.42468090727925,2.8,34.6
0,42.43546428158879,11.1,35.1
0,43.446574999019504,12.7,34.6
0,44.45821995474398,2.8,34.6
0,45.46904921531677,5.8,34.6
0,46.47970084100962,31.0,34.8
0,47.4870364908129,29.5,34.8
0,48.49733269959688,38.6,33.3
0,49.50824067555368,34.9,33.2
0,50.51826706901193,34.6,33.3
0,51.528611866757274,31.2,33.3
0,52.53922188282013,28.1,33.4
0,53.55038681067526,30.5,33.4
0,54.56164445541799,8.8,33.0
0,55.572882656008005,7.7,33.0
