,timestamp,cpu_usage [%],mem_usage [%]
0,1.0053915157914162,2.5,32.8
0,2.019760748371482,4.0,32.8
0,3.0300728138536215,2.8,32.8
0,4.039694370701909,5.3,32.8
0,5.049796799197793,2.5,32.8
0,6.060332775115967,4.5,32.9
0,7.070785431191325,3.5,32.9
0,8.081781335175037,23.3,32.9
0,9.09126240387559,29.1,33.3
0,10.100203385576606,29.4,33.1
0,11.10998434945941,28.4,33.5
0,12.120548769831657,14.6,32.9
0,13.130252826958895,7.7,32.9
0,14.140863304957747,7.1,32.9
0,15.151718562468886,9.2,32.9
0,16.162167962640524,10.0,32.9
0,17.173049556091428,8.3,32.9
0,18.183816807344556,9.3,32.9
0,19.19707600772381,10.8,32.9
0,20.20849327929318,10.3,32.9
0,21.219883831217885,21.6,32.9
0,22.231751712039113,10.1,32.9
0,23.243625722825527,11.1,32.9
0,24.255764117464423,16.8,33.3
0,25.266424875706434,34.1,33.1
0,26.2778033670038,34.7,33.2
0,27.287455964833498,38.3,33.4
0,28.299221213907003,32.2,33.7
0,29.30944592691958,37.9,33.4
0,30.322537062689662,35.9,34.3
0,31.331288959831,21.1,34.6
0,32.34247989580035,7.3,34.6
0,33.35445834696293,6.9,34.6
0,34.365953512489796,8.0,34.6
0,35.37969224527478,7.3,34.6
0,36.39127924107015,9.4,34.6
0,37.40190899558365,8.6,34.6
0,38.412036173045635,27.9,34.9
0,39.42185189947486,33.6,35.2
0,40.432342844083905,32.7,34.6
0,41.44287323206663,31.7,34.7
0,42.45444793999195,16.2,34.5
0,43.46558864787221,7.2,34.5
0,44.47604415938258,9.5,34.5
0,45.487348057329655,16.5,34.6
0,46.49772875197232,10.1,34.6
0,47.50915763154626,8.9,34.6
0,48.51932304352522,9.0,34.6
0,49.52898970246315,9.3,34.6
0,50.53921589627862,8.1,34.6
0,51.54939962737262,8.9,34.6
0,52.56107481569052,9.0,34.6
0,53.5718439668417,8.4,34.6
0,54.58269337192178,6.3,34.6
0,55.59386130794883,7.1,34.6
0,56.6038459520787,10.4,34.6
0,57.61507907882333,9.5,34.6
0,58.62648949958384,7.9,34.6
0,59.63787850737572,9.7,34.6
0,60.64865312539041,11.3,34.6
0,61.65995772369206,8.9,34.6
0,62.67116294242442,8.1,34.6
0,63.683700600638986,6.1,34.6
0,64.69421479851007,8.0,34.6
0,65.70567045547068,8.1,34.6
0,66.71754851005971,5.9,34.6
0,67.72899616137147,12.0,34.7
0,68.7377492878586,29.7,34.9
0,69.74817344360054,36.0,34.9
0,70.7556574549526,31.8,34.9
0,71.76602851040661,56.3,35.0
0,72.77559539116919,25.6,34.6
0,73.78675053268671,8.0,34.6
0,74.79827659577131,7.8,34.6
0,75.80884109437466,12.3,34.6
0,76.81902581453323,6.6,34.6
0,77.8296476174146,11.1,34.6
0,78.8408696744591,5.8,34.6
